"Participant" "Activity" "Measurement" "Average"
"4487" "19" "SITTING" "fBodyBodyGyroJerkMag-mean()" "-0.986727418493151"
"4488" "19" "SITTING" "fBodyBodyGyroJerkMag-std()" "-0.985416444657534"
"4489" "19" "LAYING" "tBodyAcc-mean()-X" "0.272653733493976"
"4490" "19" "LAYING" "tBodyAcc-mean()-Y" "-0.0171426864421687"
"4491" "19" "LAYING" "tBodyAcc-mean()-Z" "-0.10898146186747"
"4492" "19" "LAYING" "tBodyAcc-std()-X" "-0.965019579518072"
"4493" "19" "LAYING" "tBodyAcc-std()-Y" "-0.973449968554217"
"4494" "19" "LAYING" "tBodyAcc-std()-Z" "-0.984672837228916"
"4495" "19" "LAYING" "tGravityAcc-mean()-X" "-0.680043155060241"
"4496" "19" "LAYING" "tGravityAcc-mean()-Y" "0.725646622771084"
"4497" "19" "LAYING" "tGravityAcc-mean()-Z" "0.68762385253012"
"4498" "19" "LAYING" "tGravityAcc-std()-X" "-0.958959611084337"
"4499" "19" "LAYING" "tGravityAcc-std()-Y" "-0.986993149638554"
"4500" "19" "LAYING" "tGravityAcc-std()-Z" "-0.988819031566265"
"4501" "19" "LAYING" "tBodyAccJerk-mean()-X" "0.0772317998650602"
"4502" "19" "LAYING" "tBodyAccJerk-mean()-Y" "0.011149573306747"
"4503" "19" "LAYING" "tBodyAccJerk-mean()-Z" "-0.000988690855325301"
"4504" "19" "LAYING" "tBodyAccJerk-std()-X" "-0.983605223493976"
"4505" "19" "LAYING" "tBodyAccJerk-std()-Y" "-0.974524522650602"
"4506" "19" "LAYING" "tBodyAccJerk-std()-Z" "-0.988260181084337"
"4507" "19" "LAYING" "tBodyGyro-mean()-X" "-0.0312072730559566"
"4508" "19" "LAYING" "tBodyGyro-mean()-Y" "-0.0952628014096386"
"4509" "19" "LAYING" "tBodyGyro-mean()-Z" "0.10860511373494"
"4510" "19" "LAYING" "tBodyGyro-std()-X" "-0.981357611445783"
"4511" "19" "LAYING" "tBodyGyro-std()-Y" "-0.963617705662651"
"4512" "19" "LAYING" "tBodyGyro-std()-Z" "-0.973197523855422"
"4513" "19" "LAYING" "tBodyGyroJerk-mean()-X" "-0.0956018266746988"
"4514" "19" "LAYING" "tBodyGyroJerk-mean()-Y" "-0.0371476597051807"
"4515" "19" "LAYING" "tBodyGyroJerk-mean()-Z" "-0.0599161477951807"
"4516" "19" "LAYING" "tBodyGyroJerk-std()-X" "-0.976105663493976"
"4517" "19" "LAYING" "tBodyGyroJerk-std()-Y" "-0.984607728915663"
"4518" "19" "LAYING" "tBodyGyroJerk-std()-Z" "-0.986958363975904"
"4519" "19" "LAYING" "tBodyAccMag-mean()" "-0.96626080686747"
"4520" "19" "LAYING" "tBodyAccMag-std()" "-0.963193489036145"
"4521" "19" "LAYING" "tGravityAccMag-mean()" "-0.96626080686747"
"4522" "19" "LAYING" "tGravityAccMag-std()" "-0.963193489036145"
"4523" "19" "LAYING" "tBodyAccJerkMag-mean()" "-0.98478434"
"4524" "19" "LAYING" "tBodyAccJerkMag-std()" "-0.980668287831325"
"4525" "19" "LAYING" "tBodyGyroMag-mean()" "-0.953263432771084"
"4526" "19" "LAYING" "tBodyGyroMag-std()" "-0.955906646506024"
"4527" "19" "LAYING" "tBodyGyroJerkMag-mean()" "-0.985342497710843"
"4528" "19" "LAYING" "tBodyGyroJerkMag-std()" "-0.980245510843374"
"4529" "19" "LAYING" "fBodyAcc-mean()-X" "-0.97453373"
"4530" "19" "LAYING" "fBodyAcc-mean()-Y" "-0.972798824096386"
"4531" "19" "LAYING" "fBodyAcc-mean()-Z" "-0.985340447349398"
"4532" "19" "LAYING" "fBodyAcc-std()-X" "-0.962085001204819"
"4533" "19" "LAYING" "fBodyAcc-std()-Y" "-0.974832075662651"
"4534" "19" "LAYING" "fBodyAcc-std()-Z" "-0.984740998192771"
"4535" "19" "LAYING" "fBodyAccJerk-mean()-X" "-0.983478561807229"
"4536" "19" "LAYING" "fBodyAccJerk-mean()-Y" "-0.974878270963855"
"4537" "19" "LAYING" "fBodyAccJerk-mean()-Z" "-0.986506488795181"
"4538" "19" "LAYING" "fBodyAccJerk-std()-X" "-0.985278006987952"
"4539" "19" "LAYING" "fBodyAccJerk-std()-Y" "-0.975964111566265"
"4540" "19" "LAYING" "fBodyAccJerk-std()-Z" "-0.988558703373494"
"4541" "19" "LAYING" "fBodyGyro-mean()-X" "-0.974196217590361"
"4542" "19" "LAYING" "fBodyGyro-mean()-Y" "-0.972061003493976"
"4543" "19" "LAYING" "fBodyGyro-mean()-Z" "-0.97393233253012"
"4544" "19" "LAYING" "fBodyGyro-std()-X" "-0.983944795060241"
"4545" "19" "LAYING" "fBodyGyro-std()-Y" "-0.959831365783133"
"4546" "19" "LAYING" "fBodyGyro-std()-Z" "-0.975417523855422"
"4547" "19" "LAYING" "fBodyAccMag-mean()" "-0.971957401325301"
"4548" "19" "LAYING" "fBodyAccMag-std()" "-0.964056773975904"
"4549" "19" "LAYING" "fBodyBodyAccJerkMag-mean()" "-0.980621564096386"
"4550" "19" "LAYING" "fBodyBodyAccJerkMag-std()" "-0.979452188433735"
"4551" "19" "LAYING" "fBodyBodyGyroMag-mean()" "-0.965624724457831"
"4552" "19" "LAYING" "fBodyBodyGyroMag-std()" "-0.957496024457831"
"4553" "19" "LAYING" "fBodyBodyGyroJerkMag-mean()" "-0.981890470361446"
"4554" "19" "LAYING" "fBodyBodyGyroJerkMag-std()" "-0.97932784746988"
"4555" "19" "WALKING" "tBodyAcc-mean()-X" "0.273931172307692"
"4556" "19" "WALKING" "tBodyAcc-mean()-Y" "-0.0191773587903846"
"4557" "19" "WALKING" "tBodyAcc-mean()-Z" "-0.122736673192308"
"4558" "19" "WALKING" "tBodyAcc-std()-X" "-0.0489049407963462"
"4559" "19" "WALKING" "tBodyAcc-std()-Y" "0.181801561185577"
"4560" "19" "WALKING" "tBodyAcc-std()-Z" "-0.13947794235"
"4561" "19" "WALKING" "tGravityAcc-mean()-X" "0.935222559230769"
"4562" "19" "WALKING" "tGravityAcc-mean()-Y" "-0.2233381"
"4563" "19" "WALKING" "tGravityAcc-mean()-Z" "-0.0898428797307692"
"4564" "19" "WALKING" "tGravityAcc-std()-X" "-0.9698614625"
"4565" "19" "WALKING" "tGravityAcc-std()-Y" "-0.958651200384615"
"4566" "19" "WALKING" "tGravityAcc-std()-Z" "-0.929187930961539"
"4567" "19" "WALKING" "tBodyAccJerk-mean()-X" "0.0822246284461538"
"4568" "19" "WALKING" "tBodyAccJerk-mean()-Y" "0.0144113482019523"
"4569" "19" "WALKING" "tBodyAccJerk-mean()-Z" "-0.0327528722288462"
"4570" "19" "WALKING" "tBodyAccJerk-std()-X" "0.110306729315577"
"4571" "19" "WALKING" "tBodyAccJerk-std()-Y" "0.0809271194038462"
"4572" "19" "WALKING" "tBodyAccJerk-std()-Z" "-0.179390497475"
"4573" "19" "WALKING" "tBodyGyro-mean()-X" "-0.0274970979894231"
"4574" "19" "WALKING" "tBodyGyro-mean()-Y" "-0.0751569333730769"
"4575" "19" "WALKING" "tBodyGyro-mean()-Z" "0.0798106981923077"
"4576" "19" "WALKING" "tBodyGyro-std()-X" "-0.0264357957923077"
"4577" "19" "WALKING" "tBodyGyro-std()-Y" "-0.114406108840577"
"4578" "19" "WALKING" "tBodyGyro-std()-Z" "-0.104202986482692"
"4579" "19" "WALKING" "tBodyGyroJerk-mean()-X" "-0.0832353261384615"
"4580" "19" "WALKING" "tBodyGyroJerk-mean()-Y" "-0.0307128442115385"
"4581" "19" "WALKING" "tBodyGyroJerk-mean()-Z" "-0.0603091962115385"
"4582" "19" "WALKING" "tBodyGyroJerk-std()-X" "0.0801186523134615"
"4583" "19" "WALKING" "tBodyGyroJerk-std()-Y" "-0.291594827626923"
"4584" "19" "WALKING" "tBodyGyroJerk-std()-Z" "-0.213494065344231"
"4585" "19" "WALKING" "tBodyAccMag-mean()" "0.0648173438653846"
"4586" "19" "WALKING" "tBodyAccMag-std()" "-0.0993927171359615"
"4587" "19" "WALKING" "tGravityAccMag-mean()" "0.0648173438653846"
"4588" "19" "WALKING" "tGravityAccMag-std()" "-0.0993927171359615"
"4589" "19" "WALKING" "tBodyAccJerkMag-mean()" "0.109450990201923"
"4590" "19" "WALKING" "tBodyAccJerkMag-std()" "0.0356558788076923"
"4591" "19" "WALKING" "tBodyGyroMag-mean()" "0.100045071430769"
"4592" "19" "WALKING" "tBodyGyroMag-std()" "-0.0218463165461538"
"4593" "19" "WALKING" "tBodyGyroJerkMag-mean()" "-0.164699977592308"
"4594" "19" "WALKING" "tBodyGyroJerkMag-std()" "-0.271487480103846"
"4595" "19" "WALKING" "fBodyAcc-mean()-X" "-0.0299815666923077"
"4596" "19" "WALKING" "fBodyAcc-mean()-Y" "0.169258575663077"
"4597" "19" "WALKING" "fBodyAcc-mean()-Z" "-0.104423357596154"
"4598" "19" "WALKING" "fBodyAcc-std()-X" "-0.0578820787019231"
"4599" "19" "WALKING" "fBodyAcc-std()-Y" "0.112615077990385"
"4600" "19" "WALKING" "fBodyAcc-std()-Z" "-0.233872331063462"
"4601" "19" "WALKING" "fBodyAccJerk-mean()-X" "0.0336380997853846"
"4602" "19" "WALKING" "fBodyAccJerk-mean()-Y" "0.0107318703980769"
"4603" "19" "WALKING" "fBodyAccJerk-mean()-Z" "-0.129367902596154"
"4604" "19" "WALKING" "fBodyAccJerk-std()-X" "0.0908366492173077"
"4605" "19" "WALKING" "fBodyAccJerk-std()-Y" "0.0854010732076923"
"4606" "19" "WALKING" "fBodyAccJerk-std()-Z" "-0.227829841936346"
"4607" "19" "WALKING" "fBodyGyro-mean()-X" "0.228142361865385"
"4608" "19" "WALKING" "fBodyGyro-mean()-Y" "-0.0973549846596154"
"4609" "19" "WALKING" "fBodyGyro-mean()-Z" "-0.01050470716"
"4610" "19" "WALKING" "fBodyGyro-std()-X" "-0.108388809533846"
"4611" "19" "WALKING" "fBodyGyro-std()-Y" "-0.133010285461538"
"4612" "19" "WALKING" "fBodyGyro-std()-Z" "-0.220271190807692"
"4613" "19" "WALKING" "fBodyAccMag-mean()" "0.0322272296217308"
"4614" "19" "WALKING" "fBodyAccMag-std()" "-0.324793406057692"
"4615" "19" "WALKING" "fBodyBodyAccJerkMag-mean()" "0.0730179928688462"
"4616" "19" "WALKING" "fBodyBodyAccJerkMag-std()" "-0.0222869586038462"
"4617" "19" "WALKING" "fBodyBodyGyroMag-mean()" "-0.0952460452365385"
"4618" "19" "WALKING" "fBodyBodyGyroMag-std()" "-0.141598402309615"
"4619" "19" "WALKING" "fBodyBodyGyroJerkMag-mean()" "-0.262442822846154"
"4620" "19" "WALKING" "fBodyBodyGyroJerkMag-std()" "-0.336148733"
"4621" "19" "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" "0.262688053871795"
"4622" "19" "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" "-0.0145942275069487"
"4623" "19" "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Z" "-0.133695240660974"
"4624" "19" "WALKING_DOWNSTAIRS" "tBodyAcc-std()-X" "0.626917070512821"
"4625" "19" "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Y" "0.514816445641026"
"4626" "19" "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" "0.049322451025641"
"4627" "19" "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" "0.881940855128205"
"4628" "19" "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" "-0.215018042307692"
"4629" "19" "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Z" "-0.126146868942821"
"4630" "19" "WALKING_DOWNSTAIRS" "tGravityAcc-std()-X" "-0.899726139487179"
"4631" "19" "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Y" "-0.917880864102564"
"4632" "19" "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Z" "-0.899363131794872"
"4633" "19" "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-X" "0.0730930306923077"
"4634" "19" "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Y" "-0.0386872111282051"
"4635" "19" "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Z" "-0.00955202497435897"
"4636" "19" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-X" "0.544273037307692"
"4637" "19" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Y" "0.355306716915385"
"4638" "19" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Z" "-0.0200111148717949"
"4639" "19" "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-X" "-0.205775427307692"
"4640" "19" "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Y" "0.0274707556666667"
"4641" "19" "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" "0.163962510807692"
"4642" "19" "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" "0.267657219333333"
"4643" "19" "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Y" "0.0483147743589744"
"4644" "19" "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Z" "-0.0314083457948718"
"4645" "19" "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-X" "-0.0337429578461538"
"4646" "19" "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Y" "-0.0394612603358974"
"4647" "19" "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Z" "-0.0545565563487179"
"4648" "19" "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" "0.179148649684615"
"4649" "19" "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" "-0.0146299196923077"
"4650" "19" "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" "0.116646170221282"
"4651" "19" "WALKING_DOWNSTAIRS" "tBodyAccMag-mean()" "0.644604325128205"
"4652" "19" "WALKING_DOWNSTAIRS" "tBodyAccMag-std()" "0.413472376589744"
"4653" "19" "WALKING_DOWNSTAIRS" "tGravityAccMag-mean()" "0.644604325128205"
"4654" "19" "WALKING_DOWNSTAIRS" "tGravityAccMag-std()" "0.413472376589744"
"4655" "19" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-mean()" "0.434490400974359"
"4656" "19" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-std()" "0.450612065720513"
"4657" "19" "WALKING_DOWNSTAIRS" "tBodyGyroMag-mean()" "0.418004608615385"
"4658" "19" "WALKING_DOWNSTAIRS" "tBodyGyroMag-std()" "0.237821231894872"
"4659" "19" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" "0.0875816618205128"
"4660" "19" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std()" "-0.0438985022538462"
"4661" "19" "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-X" "0.537012022051282"
"4662" "19" "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Y" "0.494457802230769"
"4663" "19" "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Z" "0.110659220744872"
"4664" "19" "WALKING_DOWNSTAIRS" "fBodyAcc-std()-X" "0.658506543333333"
"4665" "19" "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" "0.427928785230769"
"4666" "19" "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" "-0.0783635041538461"
"4667" "19" "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-X" "0.474317256051282"
"4668" "19" "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Y" "0.276716853307692"
"4669" "19" "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Z" "0.0595905768717949"
"4670" "19" "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" "0.476803887476923"
"4671" "19" "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" "0.349771285415897"
"4672" "19" "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Z" "-0.0983930104846154"
"4673" "19" "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-X" "0.474962448333333"
"4674" "19" "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Y" "0.147083143564103"
"4675" "19" "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Z" "0.210673073192308"
"4676" "19" "WALKING_DOWNSTAIRS" "fBodyGyro-std()-X" "0.196613286661538"
"4677" "19" "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Y" "-0.028489571974359"
"4678" "19" "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Z" "-0.215892226769231"
"4679" "19" "WALKING_DOWNSTAIRS" "fBodyAccMag-mean()" "0.586637550769231"
"4680" "19" "WALKING_DOWNSTAIRS" "fBodyAccMag-std()" "0.0828630624102564"
"4681" "19" "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-mean()" "0.538404846128205"
"4682" "19" "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-std()" "0.316346415348718"
"4683" "19" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-mean()" "0.203979764835897"
"4684" "19" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-std()" "0.0320366671179487"
"4685" "19" "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-mean()" "-0.0229045295641026"
"4686" "19" "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-std()" "-0.143254547512821"
"4687" "19" "WALKING_UPSTAIRS" "tBodyAcc-mean()-X" "0.242118808925"
"4688" "19" "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" "-0.0303986615775"
"4689" "19" "WALKING_UPSTAIRS" "tBodyAcc-mean()-Z" "-0.151054607725"
"4690" "19" "WALKING_UPSTAIRS" "tBodyAcc-std()-X" "-0.1287420952375"
"4691" "19" "WALKING_UPSTAIRS" "tBodyAcc-std()-Y" "0.176349922525"
"4692" "19" "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" "-0.1904685504575"
"4693" "19" "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" "0.8294283725"
"4694" "19" "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" "-0.3871007085"
"4695" "19" "WALKING_UPSTAIRS" "tGravityAcc-mean()-Z" "-0.2210087627"
"4696" "19" "WALKING_UPSTAIRS" "tGravityAcc-std()-X" "-0.916495992"
"4697" "19" "WALKING_UPSTAIRS" "tGravityAcc-std()-Y" "-0.9010448505"
"4698" "19" "WALKING_UPSTAIRS" "tGravityAcc-std()-Z" "-0.83693567475"
"4699" "19" "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-X" "0.08315450836225"
"4700" "19" "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Y" "0.056818586275"
"4701" "19" "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Z" "0.0316681980575"
"4702" "19" "WALKING_UPSTAIRS" "tBodyAccJerk-std()-X" "-0.1742790558"
"4703" "19" "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Y" "-0.0128865483575"
"4704" "19" "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Z" "-0.4442822275"
"4705" "19" "WALKING_UPSTAIRS" "tBodyGyro-mean()-X" "0.0388537087875"
"4706" "19" "WALKING_UPSTAIRS" "tBodyGyro-mean()-Y" "-0.134514320575"
"4707" "19" "WALKING_UPSTAIRS" "tBodyGyro-mean()-Z" "-0.000233248224999999"
"4708" "19" "WALKING_UPSTAIRS" "tBodyGyro-std()-X" "-0.4068000325"
"4709" "19" "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" "-0.17263322355"
"4710" "19" "WALKING_UPSTAIRS" "tBodyGyro-std()-Z" "-0.110117174875"
"4711" "19" "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-X" "-0.1018063044"
"4712" "19" "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Y" "-0.0346288461475"
"4713" "19" "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Z" "-0.0533545875525"
"4714" "19" "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" "-0.23937641116"
"4715" "19" "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" "-0.49212221875"
"4716" "19" "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Z" "-0.3754149830025"
"4717" "19" "WALKING_UPSTAIRS" "tBodyAccMag-mean()" "0.01738119347275"
"4718" "19" "WALKING_UPSTAIRS" "tBodyAccMag-std()" "-0.177666828025"
"4719" "19" "WALKING_UPSTAIRS" "tGravityAccMag-mean()" "0.01738119347275"
"4720" "19" "WALKING_UPSTAIRS" "tGravityAccMag-std()" "-0.177666828025"
"4721" "19" "WALKING_UPSTAIRS" "tBodyAccJerkMag-mean()" "-0.114189605875"
"4722" "19" "WALKING_UPSTAIRS" "tBodyAccJerkMag-std()" "-0.284060693125"
"4723" "19" "WALKING_UPSTAIRS" "tBodyGyroMag-mean()" "-0.06161577145"
"4724" "19" "WALKING_UPSTAIRS" "tBodyGyroMag-std()" "-0.26440144275"
"4725" "19" "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" "-0.372790526575"
"4726" "19" "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std()" "-0.50740029025"
"4727" "19" "WALKING_UPSTAIRS" "fBodyAcc-mean()-X" "-0.15687949467775"
"4728" "19" "WALKING_UPSTAIRS" "fBodyAcc-mean()-Y" "0.111818164225"
"4729" "19" "WALKING_UPSTAIRS" "fBodyAcc-mean()-Z" "-0.2196444734075"
"4730" "19" "WALKING_UPSTAIRS" "fBodyAcc-std()-X" "-0.11993477534"
"4731" "19" "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" "0.13255758081125"
"4732" "19" "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" "-0.2399806950525"
"4733" "19" "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-X" "-0.2053226461925"
"4734" "19" "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Y" "-0.073928372175"
"4735" "19" "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Z" "-0.3806571232"
"4736" "19" "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" "-0.2172651781"
"4737" "19" "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" "-0.0131695876025"
"4738" "19" "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Z" "-0.50771620575"
"4739" "19" "WALKING_UPSTAIRS" "fBodyGyro-mean()-X" "-0.194485509535"
"4740" "19" "WALKING_UPSTAIRS" "fBodyGyro-mean()-Y" "-0.2254218170275"
"4741" "19" "WALKING_UPSTAIRS" "fBodyGyro-mean()-Z" "-0.06612935167"
"4742" "19" "WALKING_UPSTAIRS" "fBodyGyro-std()-X" "-0.4775147465"
"4743" "19" "WALKING_UPSTAIRS" "fBodyGyro-std()-Y" "-0.149925160355"
"4744" "19" "WALKING_UPSTAIRS" "fBodyGyro-std()-Z" "-0.207498123525"
"4745" "19" "WALKING_UPSTAIRS" "fBodyAccMag-mean()" "-0.07962876322"
"4746" "19" "WALKING_UPSTAIRS" "fBodyAccMag-std()" "-0.368253499"
"4747" "19" "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-mean()" "-0.187391317015"
"4748" "19" "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-std()" "-0.43467125"
"4749" "19" "WALKING_UPSTAIRS" "fBodyBodyGyroMag-mean()" "-0.28884026785"
"4750" "19" "WALKING_UPSTAIRS" "fBodyBodyGyroMag-std()" "-0.3771327525"
"4751" "19" "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-mean()" "-0.4771839145"
"4752" "19" "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-std()" "-0.58828966075"
"4753" "21" "STANDING" "tBodyAcc-mean()-X" "0.27695224258427"
"4754" "21" "STANDING" "tBodyAcc-mean()-Y" "-0.0167084730205618"
"4755" "21" "STANDING" "tBodyAcc-mean()-Z" "-0.110417855808989"
"4756" "21" "STANDING" "tBodyAcc-std()-X" "-0.981419961123596"
"4757" "21" "STANDING" "tBodyAcc-std()-Y" "-0.943601625393258"
"4758" "21" "STANDING" "tBodyAcc-std()-Z" "-0.946123407078652"
"4759" "21" "STANDING" "tGravityAcc-mean()-X" "0.881213341910112"
"4760" "21" "STANDING" "tGravityAcc-mean()-Y" "-0.346155558876404"
"4761" "21" "STANDING" "tGravityAcc-mean()-Z" "-0.207685689775281"
"4762" "21" "STANDING" "tGravityAcc-std()-X" "-0.982906668876405"
"4763" "21" "STANDING" "tGravityAcc-std()-Y" "-0.977681415955056"
"4764" "21" "STANDING" "tGravityAcc-std()-Z" "-0.958590002247191"
"4765" "21" "STANDING" "tBodyAccJerk-mean()-X" "0.0754543858764045"
"4766" "21" "STANDING" "tBodyAccJerk-mean()-Y" "0.0100621171270225"
"4767" "21" "STANDING" "tBodyAccJerk-mean()-Z" "-0.00332093673865168"
"4768" "21" "STANDING" "tBodyAccJerk-std()-X" "-0.97706335011236"
"4769" "21" "STANDING" "tBodyAccJerk-std()-Y" "-0.963921458202247"
"4770" "21" "STANDING" "tBodyAccJerk-std()-Z" "-0.977915677191011"
"4771" "21" "STANDING" "tBodyGyro-mean()-X" "-0.0191731896359551"
"4772" "21" "STANDING" "tBodyGyro-mean()-Y" "-0.0738115865407865"
"4773" "21" "STANDING" "tBodyGyro-mean()-Z" "0.0864863265393258"
"4774" "21" "STANDING" "tBodyGyro-std()-X" "-0.962514526067416"
"4775" "21" "STANDING" "tBodyGyro-std()-Y" "-0.955979192696629"
"4776" "21" "STANDING" "tBodyGyro-std()-Z" "-0.959327022022472"
"4777" "21" "STANDING" "tBodyGyroJerk-mean()-X" "-0.103199796370787"
"4778" "21" "STANDING" "tBodyGyroJerk-mean()-Y" "-0.0404300756516854"
"4779" "21" "STANDING" "tBodyGyroJerk-mean()-Z" "-0.0538211740234831"
"4780" "21" "STANDING" "tBodyGyroJerk-std()-X" "-0.971866494606742"
"4781" "21" "STANDING" "tBodyGyroJerk-std()-Y" "-0.976815894044944"
"4782" "21" "STANDING" "tBodyGyroJerk-std()-Z" "-0.975427259325843"
"4783" "21" "STANDING" "tBodyAccMag-mean()" "-0.958774298089888"
"4784" "21" "STANDING" "tBodyAccMag-std()" "-0.956919898202247"
"4785" "21" "STANDING" "tGravityAccMag-mean()" "-0.958774298089888"
"4786" "21" "STANDING" "tGravityAccMag-std()" "-0.956919898202247"
"4787" "21" "STANDING" "tBodyAccJerkMag-mean()" "-0.974765161910112"
"4788" "21" "STANDING" "tBodyAccJerkMag-std()" "-0.97160651494382"
"4789" "21" "STANDING" "tBodyGyroMag-mean()" "-0.949837151797753"
"4790" "21" "STANDING" "tBodyGyroMag-std()" "-0.945614401797753"
"4791" "21" "STANDING" "tBodyGyroJerkMag-mean()" "-0.976857084157303"
"4792" "21" "STANDING" "tBodyGyroJerkMag-std()" "-0.976153687752809"
"4793" "21" "STANDING" "fBodyAcc-mean()-X" "-0.978327686179775"
"4794" "21" "STANDING" "fBodyAcc-mean()-Y" "-0.949694904269663"
"4795" "21" "STANDING" "fBodyAcc-mean()-Z" "-0.960274142134831"
"4796" "21" "STANDING" "fBodyAcc-std()-X" "-0.982892836629213"
"4797" "21" "STANDING" "fBodyAcc-std()-Y" "-0.94354515752809"
"4798" "21" "STANDING" "fBodyAcc-std()-Z" "-0.942458908314607"
"4799" "21" "STANDING" "fBodyAccJerk-mean()-X" "-0.976803010674157"
"4800" "21" "STANDING" "fBodyAccJerk-mean()-Y" "-0.964503015505618"
"4801" "21" "STANDING" "fBodyAccJerk-mean()-Z" "-0.974780645393258"
"4802" "21" "STANDING" "fBodyAccJerk-std()-X" "-0.979530485393258"
"4803" "21" "STANDING" "fBodyAccJerk-std()-Y" "-0.966024075955056"
